Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,post_space,amplitude,pitch,time,speed,isImpWord
for,421.2,421.3,0.1,0.04,0,3,0.0333333333333333,0.0399999999999636,0.1636747944756269,216.7952936400096,421.25,30.0,False
explanation,421.34,422.08,0.74,0.98,0,11,0.0672727272727272,0.9800000000000182,0.1039567832005472,182.4268853856553,421.71,14.864864864864863,True
i,423.06,423.14,0.08,0.06,0,1,0.08,0.0600000000000022,0.6733663723701557,243.25027169051805,423.1,12.5,True
am,423.2,423.28,0.08,0.06,0,2,0.04,0.0600000000000022,0.2244918833621155,265.6941563297651,423.24,25.0,False
not,423.34,423.5,0.16,0.06,0,3,0.0533333333333333,0.0600000000000022,0.4450847400020543,289.7687173459036,423.42,18.75,False
looking,423.56,423.9,0.34,0.04,0,7,0.0485714285714285,0.0400000000000204,0.1637340835484499,224.95341123033992,423.73,20.588235294117645,False
for,423.94,424.02,0.08,0.04,0,3,0.0266666666666666,0.0400000000000204,0.2862710410280519,238.20709157588743,423.98,37.5,False
the,424.06,424.12,0.06,0.02,0,3,0.02,0.0199999999999818,0.2115977349689645,218.81419923160263,424.09,50.0,False
flow,424.14,424.36,0.22,0.0,0,4,0.055,0.0,0.2045578533112586,211.08329997487004,424.25,18.181818181818183,False
of,424.36,424.42,0.06,0.04,0,2,0.03,0.0399999999999636,0.1174979121188045,213.6530388611715,424.39,33.333333333333336,False
bits,424.46,424.7,0.24,0.04,0,4,0.06,0.0400000000000204,0.1102424474742181,167.17183374226195,424.58,16.666666666666668,False
to,424.74,424.84,0.1,0.06,0,2,0.05,0.0600000000000022,0.0513082324739098,,424.79,20.0,False
its,424.9,425.0,0.1,0.06,0,3,0.0333333333333333,0.0600000000000022,0.0685041614843665,174.61978505352488,424.95,30.0,False
registers,425.06,425.68,0.62,2.1,0,9,0.0688888888888888,2.099999999999966,0.0748154800845156,238.1840248230085,425.37,14.516129032258064,True
i'm,427.78,427.98,0.2,0.04,0,3,0.0666666666666666,0.0399999999999636,0.2380550562089902,278.2492205587292,427.88,15.0,True
looking,428.02,428.32,0.3,0.08,0,7,0.0428571428571428,0.079999999999984,0.1679334525961325,271.9633025138111,428.17,23.333333333333336,False
for,428.4,428.48,0.08,0.06,0,3,0.0266666666666666,0.0600000000000022,0.2242496959857376,320.12807662570424,428.44,37.5,False
something,428.54,428.86,0.32,0.04,0,9,0.0355555555555555,0.0399999999999636,0.1514384340717838,214.2781446178772,428.7000000000001,28.125,False
that,428.9,428.98,0.08,0.04,0,4,0.02,0.0399999999999636,0.2302492494777184,223.8050089683329,428.94,50.0,False
i,429.02,429.08,0.06,0.06,0,1,0.06,0.0600000000000022,0.2577082509684881,177.24656727144776,429.05,16.666666666666668,False
can,429.14,429.22,0.08,0.04,0,3,0.0266666666666666,0.0399999999999636,0.1252857689049826,199.41697602253208,429.18,37.5,False
understand,429.26,429.84,0.58,1.3,0,10,0.0579999999999999,1.3000000000000114,0.1260968286030331,205.8419647598489,429.55,17.24137931034483,False
and,431.14,431.26,0.12,0.02,0,3,0.04,0.0199999999999818,0.0871514068213158,235.1300052958908,431.2,25.0,False
utilize,431.28,431.86,0.58,2.28,0,7,0.0828571428571428,2.2799999999999727,0.1579084199689354,204.609905195692,431.57,12.06896551724138,True
let's,434.14,434.32,0.18,0.04,0,5,0.036,0.0400000000000204,0.1533591908441444,178.206686431851,434.23,27.77777777777778,False
talk,434.36,434.56,0.2,0.0,0,4,0.05,0.0,0.4085631857212776,114.36471765269724,434.46,20.0,False
a,434.56,434.6,0.04,0.04,0,1,0.04,0.0399999999999636,0.2066881666642978,264.9225953127543,434.58,25.0,False
bit,434.64,434.76,0.12,0.06,0,3,0.04,0.0600000000000022,0.3315888516482884,284.5496858596388,434.7,25.0,False
about,434.82,435.04,0.22,0.04,0,5,0.044,0.0399999999999636,0.3383891831665629,185.29276600132013,434.93,22.727272727272727,False
what,435.08,435.2,0.12,0.02,0,4,0.03,0.0200000000000386,0.2325868314713261,197.7184655339773,435.14,33.333333333333336,False
that,435.22,435.36,0.14,0.06,0,4,0.035,0.0600000000000022,0.1850687191034802,172.94338847864242,435.29,28.57142857142857,False
looks,435.42,435.64,0.22,0.02,0,5,0.044,0.0200000000000386,0.0707226938599997,187.4312191760179,435.53,22.727272727272727,False
like,435.66,435.96,0.3,0.52,0,4,0.075,0.5200000000000387,0.0665922825479057,,435.81,13.333333333333334,True
so,436.48,436.58,0.1,0.06,0,2,0.05,0.0600000000000022,0.1121508305480359,306.1045634035438,436.53,20.0,False
for,436.64,436.74,0.1,0.04,0,3,0.0333333333333333,0.0399999999999636,0.2259013201231588,305.7681264255592,436.69,30.0,False
now,436.78,436.9,0.12,0.02,0,3,0.04,0.0200000000000386,0.6211894323741082,288.2295375073185,436.84,25.0,False
i'm,436.92,436.98,0.06,0.02,0,3,0.02,0.0199999999999818,0.2264898427883236,180.7200304633962,436.9500000000001,50.0,False
gonna,437.0,437.14,0.14,0.04,0,5,0.028,0.0400000000000204,0.2096588771024478,284.17213399550815,437.07,35.71428571428571,False
focus,437.18,437.5,0.32,0.02,0,5,0.064,0.0199999999999818,0.1859263967228737,262.682316173442,437.34,15.625,True
on,437.52,437.6,0.08,0.04,0,2,0.04,0.0399999999999636,0.303445157326074,243.3047533868281,437.56,25.0,False
the,437.64,437.68,0.04,0.04,0,3,0.0133333333333333,0.0400000000000204,0.2078103768648236,196.6793641520113,437.66,75.0,False
case,437.72,437.96,0.24,0.04,0,4,0.06,0.0400000000000204,0.1279624153805137,198.31081536842495,437.84,16.666666666666668,False
called,438.0,438.22,0.22,0.08,0,6,0.0366666666666666,0.079999999999984,0.1852598469721314,180.11733907296235,438.11,27.272727272727273,False
local,438.3,438.82,0.52,0.22,0,5,0.104,0.2200000000000272,0.2494360263330899,232.25964498183131,438.56,9.615384615384617,True
explanation,439.04,439.88,0.84,0.6,0,11,0.0763636363636363,0.6000000000000227,0.0886345758822806,173.1442350164891,439.46,13.095238095238097,True
so,440.48,440.56,0.08,0.04,0,2,0.04,0.0400000000000204,0.0430703348617145,,440.52,25.0,False
that's,440.6,440.74,0.14,0.06,0,6,0.0233333333333333,0.0600000000000022,0.2786423004898902,295.2566277598863,440.67,42.857142857142854,False
explanation,440.8,441.42,0.62,0.06,0,11,0.0563636363636363,0.0600000000000022,0.2106831793834017,267.12579643823693,441.11,17.741935483870968,False
for,441.48,441.64,0.16,0.12,0,3,0.0533333333333333,0.1200000000000045,0.2025216472545478,206.21766275161704,441.56,18.75,False
a,441.76,441.82,0.06,0.08,0,1,0.06,0.079999999999984,0.2076043707954803,84.56266653610965,441.79,16.666666666666668,False
specific,441.9,442.8,0.9,0.32,0,8,0.1125,0.3199999999999932,0.0930038734296238,217.94740039029332,442.35,8.88888888888889,True
decision,443.12,443.7,0.58,1.72,0,8,0.0725,1.7200000000000273,0.0767161463894951,176.96979977090874,443.41,13.793103448275865,True
in,445.42,445.52,0.1,0.06,0,2,0.05,0.0600000000000022,0.2521851794972971,218.44699516487267,445.47,20.0,False
my,445.58,445.72,0.14,0.08,0,2,0.07,0.079999999999984,0.7507159784398146,230.34575238030496,445.65,14.285714285714285,True
world,445.8,446.12,0.32,0.02,0,5,0.064,0.0199999999999818,0.3775293001674333,282.3281149017253,445.96,15.625,True
in,446.14,446.22,0.08,0.06,0,2,0.04,0.0599999999999454,0.1195071118083097,201.82627339961903,446.18,25.0,False
health,446.28,446.54,0.26,0.02,0,6,0.0433333333333333,0.0199999999999818,0.211449287459611,236.15264157443244,446.41,23.076923076923077,False
care,446.56,446.8,0.24,0.06,0,4,0.06,0.0600000000000022,0.3241871833093511,272.6098937972451,446.68,16.666666666666668,False
this,446.86,446.98,0.12,0.04,0,4,0.03,0.0399999999999636,0.1602673021098064,235.286273288968,446.92,33.333333333333336,False
corresponds,447.02,447.62,0.6,0.04,0,11,0.0545454545454545,0.0400000000000204,0.2142665899770275,217.23497951144796,447.32,18.333333333333336,False
to,447.66,447.76,0.1,0.08,0,2,0.05,0.079999999999984,0.089421333846618,209.438123965061,447.71,20.0,False
why,447.84,448.08,0.24,0.46,0,3,0.08,0.4600000000000364,0.4980431126866169,197.95818146789117,447.96,12.5,True
this,448.54,448.74,0.2,0.06,0,4,0.05,0.0600000000000022,0.2172616333453317,260.4114802564965,448.64,20.0,False
patient,448.8,449.38,0.58,0.3,0,7,0.0828571428571428,0.3000000000000113,0.1180573404554295,197.2035153024045,449.09,12.06896551724138,True
got,449.68,449.9,0.22,0.1,0,3,0.0733333333333333,0.1000000000000227,0.2594823976198844,185.78749124910223,449.79,13.636363636363637,True
this,450.0,450.22,0.22,0.04,0,4,0.055,0.0399999999999636,0.1308689442596851,178.37394579396562,450.11,18.181818181818183,False
drug,450.26,450.58,0.32,0.98,0,4,0.08,0.9800000000000182,0.1336434177550811,,450.42,12.5,True
rather,451.56,451.84,0.28,0.02,0,6,0.0466666666666666,0.0200000000000386,0.4582616501289284,237.05094227719573,451.7,21.428571428571427,False
than,451.86,451.94,0.08,0.02,0,4,0.02,0.0199999999999818,0.251767024694645,268.1573493640596,451.9,50.0,False
trying,451.96,452.16,0.2,0.0,0,6,0.0333333333333333,0.0,0.3059263213760648,238.91531067383505,452.06,30.0,False
to,452.16,452.18,0.02,0.04,0,2,0.01,0.0400000000000204,0.3933639202377686,253.08656790497415,452.17,100.0,False
explain,452.22,452.58,0.36,0.06,0,7,0.0514285714285714,0.0600000000000022,0.2204461320908046,217.78388023342225,452.4,19.444444444444446,False
all,452.64,452.76,0.12,0.04,0,3,0.04,0.0400000000000204,0.4392395501918068,234.2638076490889,452.7,25.0,False
the,452.8,452.84,0.04,0.06,0,3,0.0133333333333333,0.0600000000000022,0.2300620396908056,258.01788433536706,452.82,75.0,False
hairy,452.9,453.14,0.24,0.04,0,5,0.048,0.0400000000000204,0.298410187010413,264.22731566457304,453.02,20.833333333333336,False
process,453.18,453.74,0.56,0.04,0,7,0.08,0.0399999999999636,0.2491505212715467,183.48322454415225,453.46,12.499999999999998,True
of,453.78,453.84,0.06,0.06,0,2,0.03,0.0600000000000022,0.131232612635397,87.29410328716547,453.81,33.333333333333336,False
how,453.9,454.02,0.12,0.08,0,3,0.04,0.0800000000000409,0.4215966650351561,195.5162259785349,453.96,25.0,False
drugs,454.1,454.4,0.3,0.02,0,5,0.06,0.0200000000000386,0.2605256446229202,187.75076271028576,454.25,16.666666666666668,False
are,454.42,454.48,0.06,0.04,0,3,0.02,0.0399999999999636,0.1787097507569539,202.39582267432516,454.4500000000001,50.0,False
being,454.52,454.66,0.14,0.04,0,5,0.028,0.0399999999999636,0.1386042204734167,187.7456802863121,454.59,35.71428571428571,False
recommended,454.7,455.2,0.5,0.06,0,11,0.0454545454545454,0.0600000000000022,0.128535504624877,150.9471529047561,454.95,22.0,False
overall,455.26,455.72,0.46,2.26,0,7,0.0657142857142857,2.259999999999991,0.1073701405961634,129.2589276419361,455.49,15.217391304347826,True
yeah,457.98,457.98,0.0,0.58,0,4,0.0,0.5799999999999841,,,457.98,inf,False
this,458.56,458.74,0.18,0.1,0,4,0.045,0.0999999999999659,0.2066084849151373,300.40432661825747,458.65,22.22222222222222,False
notion,458.84,459.32,0.48,0.12,0,6,0.08,0.1200000000000045,0.1972041780666019,220.2886885766429,459.08,12.5,True
of,459.44,459.54,0.1,0.08,0,2,0.05,0.079999999999984,0.3125331550742317,190.09114443812803,459.49,20.0,False
contacts,459.62,460.52,0.9,1.26,0,8,0.1125,1.259999999999991,0.1225217777659651,204.58092134165847,460.07,8.88888888888889,True
is,461.78,461.92,0.14,0.04,0,2,0.07,0.0399999999999636,0.2190755336573444,206.32866351608152,461.85,14.285714285714285,True
extremely,461.96,462.36,0.4,0.04,0,9,0.0444444444444444,0.0399999999999636,0.1818710466231612,245.68826061562228,462.16,22.5,False
important,462.4,463.0,0.6,1.62,0,9,0.0666666666666666,1.6200000000000043,0.1114382318331748,186.29166961890053,462.7,15.0,True
positive,464.62,465.1,0.48,0.04,0,8,0.06,0.0399999999999636,0.284914312297776,259.4917847887065,464.86,16.666666666666668,False
science,465.14,465.52,0.38,0.04,0,7,0.0542857142857142,0.0400000000000204,0.3216266313631091,273.12916053647604,465.33,18.42105263157895,False
research,465.56,465.96,0.4,0.04,0,8,0.05,0.0400000000000204,0.1563962450685007,239.7288364246538,465.76,20.0,False
shows,466.0,466.4,0.4,0.08,0,5,0.08,0.0800000000000409,0.1918325992198162,200.76483862594853,466.2,12.5,True
that,466.48,466.58,0.1,0.06,0,4,0.025,0.0600000000000022,0.1811585159755851,189.1084149136766,466.53,40.0,False
humans,466.64,467.1,0.46,0.08,0,6,0.0766666666666666,0.079999999999984,0.2234522009401823,270.85583359209176,466.87,13.043478260869565,True
naturally,467.18,467.72,0.54,0.06,0,9,0.06,0.0599999999999454,0.2487855179479186,260.7752058943289,467.4500000000001,16.666666666666664,False
give,467.78,467.92,0.14,0.06,0,4,0.035,0.0600000000000022,0.2250285813286714,222.05553982971588,467.85,28.57142857142857,False
explanations,467.98,468.68,0.7,0.08,0,12,0.0583333333333333,0.079999999999984,0.091463621760312,189.89449754509127,468.33,17.142857142857142,False
tailored,468.76,469.24,0.48,0.04,0,8,0.06,0.0399999999999636,0.183335996518213,263.0025727649144,469.0,16.666666666666668,False
to,469.28,469.36,0.08,0.04,0,2,0.04,0.0399999999999636,0.0395571953205523,,469.32,25.0,False
the,469.4,469.44,0.04,0.06,0,3,0.0133333333333333,0.0600000000000022,0.1572867727665507,176.3304141077168,469.42,75.0,False
context,469.5,470.14,0.64,0.04,0,7,0.0914285714285714,0.0400000000000204,0.0970524451999331,186.3408939367968,469.82,10.9375,True
at,470.18,470.26,0.08,0.06,0,2,0.04,0.0600000000000022,0.0699338238662268,,470.22,25.0,False
hand,470.32,470.7,0.38,1.74,0,4,0.095,1.740000000000009,0.074558299384593,130.91662468000703,470.51,10.526315789473683,True
a,472.44,472.54,0.1,0.08,0,1,0.1,0.079999999999984,0.1433669633143798,238.63707972611053,472.49,10.0,True
clinician,472.62,473.2,0.58,0.04,0,9,0.0644444444444444,0.0400000000000204,0.198074999225745,250.64576362547504,472.91,15.517241379310343,True
might,473.24,473.44,0.2,0.06,0,5,0.04,0.0600000000000022,0.3697795569074483,221.78757388084355,473.34,25.0,False
give,473.5,473.64,0.14,0.08,0,4,0.035,0.0800000000000409,0.2522804066626478,196.57963245602087,473.57,28.57142857142857,False
one,473.72,473.94,0.22,0.06,0,3,0.0733333333333333,0.0600000000000022,0.3799540618658837,234.99928728653623,473.83,13.636363636363637,True
reason,474.0,474.46,0.46,1.1,0,6,0.0766666666666666,1.1000000000000227,0.1299105746971677,218.97641035541972,474.23,13.043478260869565,True
why,475.56,475.72,0.16,0.04,0,3,0.0533333333333333,0.0399999999999636,0.4811209900274847,204.12814574004943,475.64,18.75,False
an,475.76,475.82,0.06,0.08,0,2,0.03,0.079999999999984,0.161725884106066,222.1215965691323,475.79,33.333333333333336,False
elderly,475.9,476.34,0.44,0.06,0,7,0.0628571428571428,0.0600000000000022,0.294466471197323,257.2999901991557,476.12,15.909090909090908,True
patient,476.4,476.9,0.5,0.1,0,7,0.0714285714285714,0.1000000000000227,0.1086333058328667,155.45913613398866,476.65,14.0,True
was,477.0,477.14,0.14,0.04,0,3,0.0466666666666666,0.0400000000000204,0.1403287412828089,191.19456921380572,477.07,21.428571428571427,False
given,477.18,477.42,0.24,0.02,0,5,0.048,0.0199999999999818,0.1882861688484376,197.9429585917775,477.3,20.833333333333336,False
a,477.44,477.48,0.04,0.04,0,1,0.04,0.0399999999999636,0.1687550791089798,150.65206780108946,477.46,25.0,False
drug,477.52,477.86,0.34,1.62,0,4,0.085,1.6200000000000043,0.260374604064023,134.8492042917618,477.69,11.76470588235294,True
and,479.48,479.6,0.12,0.04,0,3,0.04,0.0399999999999636,0.3953430678667681,261.84745039564297,479.54,25.0,False
that,479.64,479.76,0.12,0.04,0,4,0.03,0.0400000000000204,0.526582652170682,265.48818278861506,479.7,33.333333333333336,False
explanation,479.8,480.34,0.54,0.04,0,11,0.049090909090909,0.0400000000000204,0.1794738297421145,262.5266133898443,480.07,20.37037037037037,False
might,480.38,480.5,0.12,0.02,0,5,0.024,0.0199999999999818,0.3943664069397586,257.9128703110234,480.44,41.66666666666667,False
be,480.52,480.6,0.08,0.06,0,2,0.04,0.0600000000000022,0.1757107989010274,261.97895824754914,480.56,25.0,False
completely,480.66,481.24,0.58,0.06,0,10,0.0579999999999999,0.0600000000000022,0.1678918066238279,266.5352880378708,480.9500000000001,17.24137931034483,False
different,481.3,481.74,0.44,0.58,0,9,0.0488888888888888,0.5799999999999841,0.1368694168551529,179.15970697476376,481.52,20.454545454545453,False
for,482.32,482.42,0.1,0.08,0,3,0.0333333333333333,0.079999999999984,0.3164492650658546,255.07463714892168,482.37,30.0,False
why,482.5,482.72,0.22,0.18,0,3,0.0733333333333333,0.1799999999999499,0.5028538903736949,266.88860264250246,482.61,13.636363636363637,True
a,482.9,482.98,0.08,0.12,0,1,0.08,0.1200000000000045,0.3118699852238889,237.56095532626404,482.94,12.5,True
different,483.1,483.44,0.34,0.04,0,9,0.0377777777777777,0.0400000000000204,0.1897329598913294,210.03650103578676,483.27,26.470588235294116,False
drug,483.48,483.82,0.34,0.16,0,4,0.085,0.160000000000025,0.17231397850521,186.97949817822516,483.65,11.76470588235294,True
was,483.98,484.14,0.16,0.04,0,3,0.0533333333333333,0.0400000000000204,0.1806872396355098,222.73586115683705,484.06,18.75,False
given,484.18,484.4,0.22,0.04,0,5,0.044,0.0400000000000204,0.2324271815666317,224.99685582274807,484.29,22.727272727272727,False
to,484.44,484.52,0.08,0.04,0,2,0.04,0.0400000000000204,0.0654137909839746,110.32081479134024,484.48,25.0,False
a,484.56,484.6,0.04,0.06,0,1,0.04,0.0600000000000022,0.3732266035052918,269.0535228485033,484.58,25.0,False
younger,484.66,485.0,0.34,0.06,0,7,0.0485714285714285,0.0600000000000022,0.2816873094932497,258.6417158479694,484.83,20.588235294117645,False
patient,485.06,485.64,0.58,0.58,0,7,0.0828571428571428,0.5800000000000409,0.0533047081933759,,485.35,12.06896551724138,True
with,486.22,486.34,0.12,0.04,0,4,0.03,0.0400000000000204,0.2414607867906488,214.6800709312188,486.28,33.333333333333336,False
maybe,486.38,486.58,0.2,0.04,0,5,0.04,0.0400000000000204,0.2660887920993743,221.34032314106565,486.48,25.0,False
some,486.62,486.74,0.12,0.04,0,4,0.03,0.0399999999999636,0.0958990410896303,225.2844595977361,486.68,33.333333333333336,False
unlucky,486.78,487.16,0.38,0.04,0,7,0.0542857142857142,0.0399999999999636,0.1569622512218229,193.53201023284063,486.97,18.42105263157895,False
genetics,487.2,487.8,0.6,1.16,0,8,0.075,1.1599999999999682,0.0761937646988944,152.25463699080453,487.5,13.333333333333334,True
yeah,488.96,488.96,0.0,0.4,0,4,0.0,0.4000000000000341,,,488.96,inf,False
as,489.36,489.52,0.16,0.06,0,2,0.08,0.0600000000000022,0.1903317691556392,180.603808382902,489.44,12.5,True
humans,489.58,490.12,0.54,0.58,0,6,0.09,0.5799999999999841,0.1207085755423986,258.00219082448154,489.85,11.11111111111111,True
we,490.7,490.78,0.08,0.06,0,2,0.04,0.0600000000000022,0.1244939416319198,249.61414767201816,490.74,25.0,False
don't,490.84,491.0,0.16,0.02,0,5,0.032,0.0199999999999818,0.2853044270975901,273.8702320011428,490.92,31.25,False
expect,491.02,491.4,0.38,0.04,0,6,0.0633333333333333,0.0400000000000204,0.1749772401617826,201.59984289168543,491.21,15.789473684210526,True
these,491.44,491.6,0.16,0.04,0,5,0.032,0.0399999999999636,0.1196516837468631,243.1211023382079,491.52,31.25,False
explanations,491.64,492.3,0.66,0.04,0,12,0.055,0.0399999999999636,0.1116241404568366,185.7578803396713,491.97,18.18181818181818,False
to,492.34,492.42,0.08,0.04,0,2,0.04,0.0399999999999636,0.0671463767355232,122.32361294000748,492.38,25.0,False
be,492.46,492.52,0.06,0.08,0,2,0.03,0.0800000000000409,0.0990758309307088,148.01247485636856,492.49,33.333333333333336,False
the,492.6,492.66,0.06,0.06,0,3,0.02,0.0600000000000022,0.1229797959520759,,492.63,50.0,False
same,492.72,493.08,0.36,1.14,0,4,0.09,1.1400000000000432,0.1450179927808398,253.22723838577835,492.9,11.11111111111111,True
or,494.22,494.34,0.12,0.04,0,2,0.06,0.0400000000000204,0.1009054238527929,286.1453655584684,494.28,16.666666666666668,False
even,494.38,494.58,0.2,0.06,0,4,0.05,0.0600000000000022,0.1450424043969576,168.806013016875,494.48,20.0,False
consistent,494.64,495.26,0.62,1.98,0,10,0.062,1.9800000000000184,0.0976438726253409,250.743929427975,494.95,16.129032258064516,True
yeah,497.24,497.24,0.0,1.14,0,4,0.0,1.1399999999999864,,,497.24,inf,False
what,498.38,498.54,0.16,0.04,0,4,0.04,0.0399999999999636,0.3738965763984466,271.29247676737344,498.46,25.0,False
we,498.58,498.66,0.08,0.2,0,2,0.04,0.1999999999999886,0.1667010930933006,284.88342003110046,498.62,25.0,False
do,498.86,499.04,0.18,0.18,0,2,0.09,0.1800000000000068,0.1540578376852839,270.2523101406045,498.9500000000001,11.11111111111111,True
expect,499.22,499.84,0.62,0.32,0,6,0.1033333333333333,0.32000000000005,0.1261771770386424,167.43272176175194,499.53,9.67741935483871,True
is,500.16,500.3,0.14,0.02,0,2,0.07,0.0199999999999818,0.1244924637899788,201.41837721383635,500.23,14.285714285714285,True
that,500.32,500.4,0.08,0.04,0,4,0.02,0.0400000000000204,0.2073799048396933,207.41094805073817,500.36,50.0,False
the,500.44,500.48,0.04,0.1,0,3,0.0133333333333333,0.0999999999999659,0.1593134816494911,241.4283678418972,500.46,75.0,False
explanation,500.58,501.2,0.62,0.08,0,11,0.0563636363636363,0.079999999999984,0.1939719562806029,259.62631759397107,500.89,17.741935483870968,False
hold,501.28,501.72,0.44,0.42,0,4,0.11,0.4199999999999591,0.1332334191374774,193.6417012044569,501.5,9.090909090909092,True
for,502.14,502.3,0.16,0.1,0,3,0.0533333333333333,0.0999999999999659,0.1105857892070731,230.33584761352145,502.22,18.75,False
similar,502.4,503.0,0.6,0.06,0,7,0.0857142857142857,0.0600000000000022,0.190573153011702,212.76953920533376,502.7,11.666666666666668,True
circumstances,503.06,504.14,1.08,1.98,0,13,0.083076923076923,1.9800000000000184,0.0669651327667551,81.66291150357287,503.6,12.037037037037036,True
something,506.12,506.44,0.32,0.04,0,9,0.0355555555555555,0.0400000000000204,0.2439348915249544,265.66602705799903,506.28,28.125,False
that,506.48,506.56,0.08,0.04,0,4,0.02,0.0400000000000204,0.2094975741060116,172.99512128443538,506.52,50.0,False
i'm,506.6,506.76,0.16,0.04,0,3,0.0533333333333333,0.0400000000000204,0.3256740178685383,253.63926631536276,506.68,18.75,False
going,506.8,506.96,0.16,0.02,0,5,0.032,0.0200000000000386,0.2525729654408118,270.2993059616824,506.88,31.25,False
to,506.98,507.04,0.06,0.06,0,2,0.03,0.0600000000000022,0.1430704710927591,165.85163103173787,507.01,33.333333333333336,False
call,507.1,507.4,0.3,0.84,0,4,0.075,0.8400000000000318,0.3100423588701408,170.44809296930438,507.25,13.333333333333334,True
local,508.24,508.7,0.46,0.66,0,5,0.092,0.660000000000025,0.2672358512333367,257.26365687910624,508.47,10.869565217391305,True
counterfactual,509.36,510.42,1.06,0.64,0,14,0.0757142857142857,0.6399999999999864,0.1964382069394721,207.61270090112865,509.89,13.20754716981132,True
faithfulness,511.06,511.9,0.84,2.4,0,12,0.0699999999999999,2.3999999999999773,0.074404621683678,169.739904601736,511.48,14.285714285714286,True
for,514.3,514.4,0.1,0.04,0,3,0.0333333333333333,0.0400000000000773,0.2137827304918669,295.26435041153815,514.3499999999999,30.0,False
example,514.44,514.72,0.28,0.04,0,7,0.04,0.0399999999999636,0.3318171309425975,270.1741005775485,514.58,24.999999999999996,False
suppose,514.76,515.2,0.44,0.04,0,7,0.0628571428571428,0.0399999999999636,0.2770980286583064,189.37035578468,514.98,15.909090909090908,True
that,515.24,515.32,0.08,0.02,0,4,0.02,0.0199999999999818,0.204371654607587,248.20619894913543,515.28,50.0,False
you,515.34,515.4,0.06,0.06,0,3,0.02,0.0600000000000591,0.1646487270784454,240.4702056277244,515.37,50.0,False
were,515.46,515.54,0.08,0.04,0,4,0.02,0.0400000000000773,0.360693347226366,281.427858975004,515.5,50.0,False
denied,515.58,515.94,0.36,0.04,0,6,0.06,0.0399999999999636,0.3973559090561047,209.50162269301836,515.76,16.666666666666668,False
alone,515.98,516.36,0.38,0.4,0,5,0.076,0.3999999999999772,0.0938403211288249,159.17130743372405,516.1700000000001,13.157894736842104,True
and,516.76,517.04,0.28,0.04,0,3,0.0933333333333333,0.0400000000000773,0.3478404765745725,212.55953486240583,516.9,10.714285714285714,True
you,517.08,517.16,0.08,0.04,0,3,0.0266666666666666,0.0400000000000773,0.2170115663617412,240.97121440081636,517.12,37.5,False
were,517.2,517.28,0.08,0.04,0,4,0.02,0.0400000000000773,0.3780896464907005,275.2553914214665,517.24,50.0,False
told,517.32,517.54,0.22,0.02,0,4,0.055,0.0199999999999818,0.3011273859093555,238.33889110335892,517.4300000000001,18.181818181818183,False
it,517.56,517.62,0.06,0.02,0,2,0.03,0.0199999999999818,0.3063946083836466,225.77722854218123,517.5899999999999,33.333333333333336,False
was,517.64,517.78,0.14,0.04,0,3,0.0466666666666666,0.0400000000000773,0.2363067284426083,226.44970346529905,517.71,21.428571428571427,False
because,517.82,518.34,0.52,0.02,0,7,0.0742857142857142,0.0199999999999818,0.2682429872847394,205.3886900659936,518.08,13.461538461538462,True
you,518.36,518.42,0.06,0.08,0,3,0.02,0.0800000000000409,0.1196827864216622,179.97717791164064,518.39,50.0,False
hadn't,518.5,518.72,0.22,0.04,0,6,0.0366666666666666,0.0399999999999636,0.3274879598213034,213.70145615771835,518.61,27.272727272727273,False
paid,518.76,518.96,0.2,0.02,0,4,0.05,0.0199999999999818,0.1238612882074064,207.52987082280663,518.86,20.0,False
your,518.98,519.06,0.08,0.04,0,4,0.02,0.0400000000000773,0.1932790184343981,184.0737273537337,519.02,50.0,False
last,519.1,519.36,0.26,0.06,0,4,0.065,0.0599999999999454,0.1665196196180725,138.6369729454782,519.23,15.384615384615383,True
three,519.42,519.66,0.24,0.92,0,5,0.048,0.9200000000000728,0.0482983979837268,,519.54,20.833333333333336,False
but,520.58,520.68,0.1,0.02,0,3,0.0333333333333333,0.0200000000000954,0.3110101280037474,289.27024468970853,520.63,30.0,False
then,520.7,520.8,0.1,0.02,0,4,0.025,0.0200000000000954,0.3309898396116396,187.6088305097717,520.75,40.0,False
it,520.82,520.84,0.02,0.04,0,2,0.01,0.0399999999999636,0.3156715851943492,211.39703346451668,520.83,100.0,False
turns,520.88,521.04,0.16,0.02,0,5,0.032,0.0199999999999818,0.3422493695172994,175.0570860230871,520.96,31.25,False
out,521.06,521.18,0.12,0.0,0,3,0.04,0.0,0.6037039005526463,270.0698034230021,521.1199999999999,25.0,False
there's,521.18,521.32,0.14,0.0,0,7,0.02,0.0,0.1923877131479309,234.39365939647703,521.25,49.99999999999999,False
a,521.32,521.36,0.04,0.04,0,1,0.04,0.0399999999999636,0.2785176512206531,263.0225832895207,521.34,25.0,False
book,521.4,521.54,0.14,0.02,0,4,0.035,0.0199999999999818,0.1793679490219652,171.40972335753406,521.47,28.57142857142857,False
keeping,521.56,521.82,0.26,0.06,0,7,0.0371428571428571,0.0599999999999454,0.0954652894717136,91.6636638287834,521.69,26.923076923076923,False
error,521.88,522.1,0.22,0.08,0,5,0.044,0.0799999999999272,0.1417223065882678,81.19367642386436,521.99,22.727272727272727,False
